 lambda  el is  lg A   lg gf  E_i   Eion(l) Eion(u)
5011.213 26  1  -4.53  -3.66  3.017     --  7.870
5011.232 44  1 -10.20  -1.61  1.193     --  7.370
5011.239 26  1  -4.53  -2.47  4.218     --  7.870
5011.272 22  1  -7.05  -1.94  3.551     --  6.820
5011.314  7  2  -4.07   -.18 25.498 14.534 29.601
5011.314 26  3  -4.53  -2.36 23.108 16.180 30.651
5011.365 18  2  -5.48  -3.11 24.163 15.759 27.629
5011.380 28  2  -5.79   -.73 12.440  7.635 18.168
5011.400 23  1  -8.04  -3.45  3.798     --  6.740
5011.460 21  1  -8.94  -3.73  5.324     --  6.540
5011.490 40  1  -9.44   -.63  2.115     --  6.840
5011.600 42  1 -10.12  -1.60  3.501     --  7.099
5011.665 60  2 -10.54   -.82   .976  5.490 10.720
5011.674  7  1  -4.07  -3.65 11.845     -- 14.534
5011.706 28  2  -5.79  -3.69  6.576  7.635 18.168
5011.757 25  1  -6.65  -6.13  3.772     --  7.435
5011.759 58  2 -10.49   -.80  1.048  5.470 10.850
5011.776 26  2  -4.53  -1.55 10.379  7.870 16.180
5011.812 25  3  -6.65  -2.21 14.353 15.640 33.667
5011.932 23  3  -8.04  -1.25 17.474 14.650 29.310
5011.945 28  2  -5.79   -.08 12.553  7.635 18.168
5011.967 26  1  -4.53  -4.81  3.018     --  7.870
5011.993 26  2  -4.53  -1.64 10.348  7.870 16.180
5012.010 28  2  -5.79  -3.48 14.238  7.635 18.168
5012.023 28  3  -5.79  -4.09 22.952 18.168 35.170
5012.033 23  2  -8.04  -2.83  4.005  6.740 14.650
5012.036  7  2  -4.07    .13 25.507 14.534 29.601
5012.051 27  2  -7.12  -2.50  5.122  7.860 17.060
5012.067 26  1  -4.53  -2.64   .859     --  7.870
5012.071 21  1  -8.94   -.01  2.109     --  6.540
5012.073  9  1  -7.48  -2.39 14.400     -- 17.422
5012.113 26  2  -4.53  -3.37 10.398  7.870 16.180
5012.121 23  1  -8.04  -2.31  3.087     --  6.740
5012.153 26  1  -4.53   -.91  4.191     --  7.870
5012.254 26  3  -4.53  -3.97 22.217 16.180 30.651
5012.257 23  2  -8.04  -3.73  5.537  6.740 14.650
5012.325 42  1 -10.12  -1.41  3.443     --  7.099
5012.345 23  1  -8.04  -1.84  3.113     --  6.740
5012.372 24  2  -6.37  -3.54 12.544  6.766 16.500
5012.402 28  2  -5.79   -.69 12.553  7.635 18.168
5012.415 28  2  -5.79  -2.98 12.271  7.635 18.168
5012.438 28  1  -5.79   -.51  3.699     --  7.635
5012.441 26  1  -4.53   -.84  4.143     --  7.870
5012.471 26  2  -4.53  -4.05 10.596  7.870 16.180
5012.511 58  1 -10.49   -.33   .659     --  5.470
5012.586 28  2  -5.79  -3.06 12.616  7.635 18.168
5012.620 29  2  -7.83    .02 14.423  7.726 20.292
5012.683 26  1  -4.53  -1.72  4.283     --  7.870
5012.717 23  3  -8.04  -2.03 18.953 14.650 29.310
5012.776 18  2  -5.48  -1.05 24.181 15.759 27.629
5012.797 27  2  -7.12  -4.04  8.890  7.860 17.060
5012.801 26  2  -4.53  -3.52 10.399  7.870 16.180
5012.816 29  2  -7.83  -1.93 14.522  7.726 20.292
5012.818 18  2  -5.48  -2.35 24.181 15.759 27.629
5012.930 23  2  -8.04  -4.43  6.869  6.740 14.650
5012.930 26  3  -4.53  -3.64 22.287 16.180 30.651
5012.953 24  1  -6.37  -6.76  3.013     --  6.766
5012.981 18  2  -5.48  -4.09 23.514 15.759 27.629
5012.993 25  2  -6.65  -3.01 11.777  7.435 15.640
5013.036 24  1  -6.37  -2.82  4.618     --  6.766
5013.111 26  3  -4.53  -2.21 22.275 16.180 30.651
5013.184 26  3  -4.53  -3.22 22.614 16.180 30.651
5013.208 20  1  -5.68  -2.06  5.045     --  6.113
5013.224 25  2  -6.65  -4.74  6.494  7.435 15.640
5013.227 23  2  -8.04  -1.44  6.258  6.740 14.650
5013.245 29  2  -7.83  -3.57 14.759  7.726 20.292
5013.272 41  1 -10.62  -1.48  1.610     --  6.880
5013.290 24  1  -6.37  -2.33  3.845     --  6.766
5013.292 22  1  -7.05   -.05  2.017     --  6.820
5013.307 24  1  -6.37   -.92  2.708     --  6.766
5013.320 27  1  -7.12  -1.58  3.568     --  7.860
5013.330 22  2  -7.05  -2.06  3.095  6.820 13.580
5013.407 26  2  -4.53  -2.65 11.167  7.870 16.180
5013.415 24  2  -6.37  -3.13  8.273  6.766 16.500
5013.425 26  1  -4.53  -8.08  3.640     --  7.870
5013.529 26  2  -4.53  -2.78 11.219  7.870 16.180
5013.536 28  2  -5.79   -.19 12.440  7.635 18.168
5013.558 20  1  -5.68  -1.40  4.780     --  6.113
5013.579 23  1  -8.04  -4.06  2.269     --  6.740
5013.618 28  1  -5.79  -4.51  3.597     --  7.635
5013.619 26  3  -4.53  -2.34 22.288 16.180 30.651
5013.669 26  3  -4.53  -3.74 22.938 16.180 30.651
5013.677 22  2  -7.05  -1.93  1.582  6.820 13.580
5013.695  9  3  -7.48  -2.21 55.118 34.970 62.707
5013.730 25  1  -6.65  -5.97  3.772     --  7.435
5013.777 58  1 -10.49   -.76   .411     --  5.470
5013.813  7  2  -4.07  -2.02 25.189 14.534 29.601
5013.835 20  3  -5.68  -1.28 45.941 11.871 50.908
5013.850 25  3  -6.65  -8.70 11.188 15.640 33.667
5013.861  9  3  -7.48  -3.10 54.579 34.970 62.707
5013.928 23  1  -8.04  -3.40  2.138     --  6.740
5013.966 28  3  -5.79  -2.40 22.818 18.168 35.170
5013.969 20  3  -5.68  -2.99 45.941 11.871 50.908
5013.974 27  2  -7.12  -4.38  8.141  7.860 17.060
5014.031 28  3  -5.79  -4.76 16.643 18.168 35.170
5014.042 16  2  -4.83    .03 14.068 10.360 23.330
5014.062 28  2  -5.79   -.70 12.440  7.635 18.168
5014.067 24  2  -6.37  -2.14 10.490  6.766 16.500
5014.074 12  3  -4.46   -.99 69.697 15.035 80.143
5014.087 21  1  -8.94  -1.04  3.057     --  6.540
5014.099 23  4  -8.04   -.78 32.782 29.310 46.707
5014.127 21  1  -8.94   -.43  3.057     --  6.540
5014.165 23  1  -8.04  -3.92  1.804     --  6.740
5014.175 30  3  -7.44  -4.06 35.084 17.964 39.722
5014.185 22  1  -7.05  -1.25   .000     --  6.820
5014.211 28  1  -5.79   -.44  4.419     --  7.635
5014.277 22  1  -7.05    .11   .813     --  6.820
5014.283 58  1 -10.49   -.59   .671     --  5.470
5014.287 58  1 -10.49   -.20  1.067     --  5.470
5014.366 20  3  -5.68   -.88 40.678 11.871 50.908
5014.366 24  2  -6.37  -3.75 11.124  6.766 16.500
5014.373 26  2  -4.53  -3.70 10.778  7.870 16.180
5014.472 28  2  -5.79  -1.08 12.440  7.635 18.168
5014.499 20  3  -5.68  -2.30 45.938 11.871 50.908
5014.539 60  1 -10.54   -.28   .293     --  5.490
5014.580 42  1 -10.12   -.36  3.078     --  7.099
5014.620 23  1  -8.04   -.03  2.374     --  6.740
5014.620 28  2  -5.79    .28 12.554  7.635 18.168
5014.625 23  1  -8.04   -.50  2.678     --  6.740
5014.640 23  3  -8.04  -1.07 17.604 14.650 29.310
5014.653 24  1  -6.37  -4.24  3.435     --  6.766
5014.660 24  1  -6.37  -1.07  4.613     --  6.766
5014.678 25  3  -6.65  -3.88 14.354 15.640 33.667
5014.695 24  1  -6.37  -3.36  3.122     --  6.766
5014.753 25  2  -6.65  -5.91  5.836  7.435 15.640
5014.771 26  3  -4.53  -3.07 22.283 16.180 30.651
5014.829 25  3  -6.65  -6.61 11.400 15.640 33.667
5014.835 22  1  -7.05  -3.63  2.160     --  6.820
5014.843 26  1  -4.53  -3.32  5.067     --  7.870
5014.907 27  1  -7.12  -2.15  4.064     --  7.860
5014.936 18  2  -5.48  -1.46 23.631 15.759 27.629
5014.937 23  1  -8.04  -1.83  1.869     --  6.740
5014.941 26  1  -4.53   -.24  3.943     --  7.870
5014.947 44  1 -10.20  -1.74  1.139     --  7.370
5015.010 24  1  -6.37  -5.04  3.092     --  6.766
